rowNumber,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,dummy,income
687,66,?,149422,7th-8th,4,Never-married,?,Not-in-family,White,Male,0,0,4,United-States,0,<=50K
688,45,Local-gov,86644,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,0,<=50K
689,41,Private,195124,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,Dominican-Republic,0,<=50K
690,26,Private,167350,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,0,<=50K
691,54,Local-gov,113000,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0,<=50K
692,24,Private,140027,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,45,United-States,0,<=50K
693,42,Private,262425,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,<=50K
694,20,Private,316702,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0,<=50K
695,23,State-gov,335453,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,0,<=50K
696,25,?,202480,Assoc-acdm,12,Never-married,?,Other-relative,White,Male,0,0,45,United-States,0,<=50K
697,35,Private,203628,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,1,>50K
698,31,Private,118710,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States,1,>50K
699,30,Private,189620,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,Poland,0,<=50K
700,19,Private,475028,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0,<=50K
701,36,Local-gov,110866,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0,<=50K
702,31,Private,243605,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,1380,40,Cuba,0,<=50K
703,21,Private,163870,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0,<=50K
704,31,Self-emp-not-inc,80145,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,<=50K
705,46,Private,295566,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,25236,0,65,United-States,1,>50K
706,44,Private,63042,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,50,United-States,1,>50K
707,40,Private,229148,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Jamaica,0,<=50K
708,45,Private,242552,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,0,<=50K
709,60,Private,177665,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0,<=50K
710,18,Private,208103,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States,0,<=50K
711,28,Private,296450,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,<=50K
712,36,Private,70282,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,<=50K
713,36,Private,271767,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,?,0,<=50K
714,40,Private,144995,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,40,United-States,0,<=50K
715,36,Local-gov,382635,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,Honduras,0,<=50K
716,31,Private,295697,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,0,<=50K
717,33,Private,194141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,<=50K
718,19,State-gov,378418,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,0,<=50K
719,22,Private,214399,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0,<=50K
720,34,Private,217460,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,>50K
721,33,Private,182556,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,<=50K
722,41,Private,125831,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,60,United-States,0,<=50K
723,29,Private,271328,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,0,<=50K
724,50,Local-gov,50459,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,1,>50K
725,42,Private,162140,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,1,>50K
726,43,Private,177937,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,?,1,>50K
727,44,Private,111502,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0,<=50K
728,20,Private,299047,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,0,<=50K
729,31,Private,223212,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,0,<=50K
730,65,Self-emp-not-inc,118474,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,59,?,1,>50K
731,23,Private,352139,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,24,United-States,0,<=50K
732,55,Private,173093,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,0,<=50K
733,26,Private,181655,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2377,45,United-States,0,<=50K
734,25,Private,332702,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0,<=50K
735,45,?,51164,Some-college,10,Married-civ-spouse,?,Wife,Black,Female,0,0,40,United-States,0,<=50K
736,35,Private,234901,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States,0,<=50K
737,36,Private,131414,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,36,United-States,0,<=50K
738,43,State-gov,260960,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,<=50K
739,56,Private,156052,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,594,0,20,United-States,0,<=50K
740,42,Private,279914,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,>50K
741,19,Private,192453,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,25,United-States,0,<=50K
742,55,Self-emp-not-inc,200939,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,0,<=50K
743,42,Private,151408,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,50,United-States,1,>50K
744,26,Private,112847,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0,<=50K
745,17,Private,316929,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0,<=50K
746,42,Local-gov,126319,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,>50K
747,55,Private,197422,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,40,United-States,1,>50K
748,32,Private,267736,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0,<=50K
749,29,Private,267034,11th,7,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,Haiti,0,<=50K
750,46,State-gov,193047,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,0,<=50K
751,29,State-gov,356089,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1,>50K
752,22,Private,223515,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,20,United-States,0,<=50K
753,58,Self-emp-not-inc,87510,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,<=50K
754,23,Private,145111,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,50,United-States,0,<=50K
755,39,Private,48093,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,<=50K
756,27,Private,31757,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,38,United-States,0,<=50K
757,54,Private,285854,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,>50K
758,33,Local-gov,120064,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0,<=50K
759,46,Federal-gov,167381,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1,>50K
760,37,Private,103408,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,0,<=50K
761,36,Private,101460,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,18,United-States,0,<=50K
762,59,Local-gov,420537,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States,1,>50K
763,34,Local-gov,119411,HS-grad,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,40,Portugal,0,<=50K
764,53,Self-emp-inc,128272,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,1,>50K
765,51,Private,386773,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,1,>50K
766,32,Private,283268,10th,6,Separated,Other-service,Unmarried,White,Female,0,0,42,United-States,0,<=50K
767,31,State-gov,301526,Some-college,10,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,40,United-States,0,<=50K
768,22,Private,151790,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,Germany,0,<=50K
769,47,Self-emp-not-inc,106252,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,0,<=50K
770,32,Private,188557,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,<=50K
771,26,Private,171114,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,38,United-States,0,<=50K
772,37,Private,327323,5th-6th,3,Separated,Farming-fishing,Not-in-family,White,Male,0,0,32,Guatemala,0,<=50K
773,31,Private,244147,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,55,United-States,0,<=50K
774,37,Private,280282,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,24,United-States,1,>50K
775,55,Private,116442,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,0,<=50K
776,23,Local-gov,282579,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,56,United-States,0,<=50K
777,36,Private,51838,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,<=50K
778,34,Private,73585,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,0,<=50K
779,43,Private,226902,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,>50K
780,54,Private,279129,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0,<=50K
781,43,State-gov,146908,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,0,<=50K
782,28,Private,196690,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1669,42,United-States,0,<=50K
783,40,Private,130760,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,>50K
784,41,Self-emp-not-inc,49572,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0,<=50K
785,40,Private,237601,Bachelors,13,Never-married,Sales,Not-in-family,Other,Female,0,0,55,United-States,1,>50K
786,42,Private,169628,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,38,United-States,0,<=50K
787,61,Self-emp-not-inc,36671,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2352,50,United-States,0,<=50K
788,18,Private,231193,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,0,<=50K
789,59,?,192130,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,16,United-States,0,<=50K
790,21,?,149704,HS-grad,9,Never-married,?,Not-in-family,White,Female,1055,0,40,United-States,0,<=50K
791,48,Private,102102,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,1,>50K
792,41,Self-emp-inc,32185,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0,<=50K
793,18,?,196061,Some-college,10,Never-married,?,Own-child,White,Male,0,0,33,United-States,0,<=50K
794,23,Private,211046,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,2463,0,40,United-States,0,<=50K
795,60,Private,31577,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,1,>50K
796,22,Private,162343,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States,0,<=50K
797,61,Private,128831,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,<=50K
798,25,Private,316688,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0,<=50K
799,46,Private,90758,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States,1,>50K
800,43,Private,274363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,England,1,>50K
801,43,Private,154538,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,<=50K
802,24,Private,106085,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,1721,30,United-States,0,<=50K
803,68,Self-emp-not-inc,315859,11th,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,20,United-States,0,<=50K
804,31,Private,51471,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0,<=50K
805,17,Private,193830,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0,<=50K
806,32,Private,231043,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,48,United-States,1,>50K
807,50,?,23780,Masters,14,Married-spouse-absent,?,Other-relative,White,Male,0,0,40,United-States,0,<=50K
808,33,Private,169879,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,47,United-States,1,>50K
809,64,Private,270333,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,>50K
810,20,Private,138768,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,0,<=50K
811,30,Private,191571,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,36,United-States,0,<=50K
812,22,?,219941,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,40,United-States,0,<=50K
813,43,Private,94113,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0,<=50K
814,22,Private,137510,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,<=50K
815,17,Private,32607,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,0,<=50K
816,47,Self-emp-not-inc,93208,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,75,Italy,0,<=50K
817,41,Private,254440,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,0,<=50K
818,56,Private,186556,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,>50K
819,64,Private,169871,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0,<=50K
820,47,Private,191277,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1,>50K
821,48,Private,167159,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,0,<=50K
822,31,Private,171871,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States,0,<=50K
823,29,Private,154411,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0,<=50K
824,30,Private,129227,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,<=50K
825,32,Private,110331,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,60,United-States,0,<=50K
826,57,Private,34269,HS-grad,9,Widowed,Transport-moving,Unmarried,White,Male,0,653,42,United-States,1,>50K
827,62,Private,174355,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,<=50K
828,39,Private,680390,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,24,United-States,0,<=50K
829,43,Private,233130,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,0,<=50K
830,24,Self-emp-inc,165474,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0,<=50K
831,42,?,257780,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,0,<=50K
832,53,Private,194259,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,40,United-States,1,>50K
833,26,Private,280093,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,<=50K
834,73,Self-emp-not-inc,177387,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,<=50K
835,72,?,28929,11th,7,Widowed,?,Not-in-family,White,Female,0,0,24,United-States,0,<=50K
836,55,Private,105304,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,<=50K
837,25,Private,499233,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,<=50K
838,41,Private,180572,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1,>50K
839,24,Private,321435,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0,<=50K
840,63,Private,86108,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,6,United-States,0,<=50K
841,17,Private,198124,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0,<=50K
842,35,Private,135162,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,<=50K
843,51,Private,146813,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,>50K
844,62,Local-gov,291175,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,0,<=50K
845,55,Private,387569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,1,>50K
846,43,Private,102895,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,<=50K
847,40,Local-gov,33274,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,0,<=50K
848,37,Private,86551,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,>50K
849,39,Private,138192,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,<=50K
850,31,Private,118966,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,18,United-States,0,<=50K
851,61,Private,99784,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,>50K
852,26,Private,90980,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,0,<=50K
853,46,Self-emp-not-inc,177407,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0,<=50K
854,26,Private,96467,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,<=50K
855,48,State-gov,327886,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,50,United-States,1,>50K
856,34,Private,111567,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0,<=50K
857,34,Local-gov,166545,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0,<=50K
858,59,Private,142182,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1,>50K
859,34,Private,188798,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0,<=50K
860,49,Private,38563,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,56,United-States,1,>50K
861,18,Private,216284,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0,<=50K
862,43,Private,191547,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,0,<=50K
863,48,Private,285335,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,<=50K
864,28,Self-emp-inc,142712,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,0,<=50K
865,33,Private,80945,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,<=50K
866,24,Private,309055,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,0,<=50K
867,21,Private,62339,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,<=50K
868,17,Private,368700,11th,7,Never-married,Sales,Own-child,White,Male,0,0,28,United-States,0,<=50K
869,39,Private,176186,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,1,>50K
870,29,Self-emp-not-inc,266855,Bachelors,13,Separated,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0,<=50K
871,44,Private,48087,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,>50K
872,24,Private,121313,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,0,<=50K
873,71,Self-emp-not-inc,143437,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,10605,0,40,United-States,1,>50K
874,51,Self-emp-not-inc,160724,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,2415,40,China,1,>50K
875,55,Private,282753,5th-6th,3,Divorced,Other-service,Unmarried,Black,Male,0,0,25,United-States,0,<=50K
876,41,Private,194636,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,>50K
877,23,Private,153044,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,7,United-States,0,<=50K
878,38,Private,411797,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,<=50K
879,39,Private,117683,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,>50K
880,19,Private,376540,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,0,<=50K
881,49,Private,72393,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,<=50K
882,32,Private,270335,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,Philippines,1,>50K
883,27,Private,96226,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,0,<=50K
884,38,Private,95336,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,>50K
885,33,Private,258498,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,60,United-States,0,<=50K
886,63,?,149698,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,0,<=50K
887,23,Private,205865,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,28,United-States,0,<=50K
888,33,Self-emp-inc,155781,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,?,0,<=50K
889,54,Self-emp-not-inc,406468,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,0,<=50K
890,29,Private,177119,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,2174,0,45,United-States,0,<=50K
891,48,?,144397,Some-college,10,Divorced,?,Unmarried,Black,Female,0,0,30,United-States,0,<=50K
892,35,Self-emp-not-inc,372525,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,<=50K
893,28,Private,164170,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,India,0,<=50K
894,37,Private,183800,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,1,>50K
895,42,Self-emp-not-inc,177307,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States,1,>50K
896,40,Private,170108,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,<=50K
897,47,Private,341995,Some-college,10,Divorced,Sales,Own-child,White,Male,0,0,55,United-States,0,<=50K
898,22,Private,226508,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States,0,<=50K
899,30,Private,87418,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,>50K
900,28,Private,109165,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0,<=50K
901,63,Local-gov,28856,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,0,<=50K
902,51,Self-emp-not-inc,175897,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,0,<=50K
903,22,Private,99697,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,0,<=50K
904,27,?,90270,Assoc-acdm,12,Married-civ-spouse,?,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,0,<=50K
905,35,Private,152375,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,0,<=50K
906,46,Private,171550,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,0,<=50K
907,37,Private,211154,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,0,<=50K
908,24,Private,202570,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,15,United-States,0,<=50K
909,37,Self-emp-not-inc,168496,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,0,<=50K
910,53,Private,68898,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0,<=50K
911,27,Private,93235,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,0,<=50K
912,38,Private,278924,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,0,<=50K
913,53,Self-emp-not-inc,311020,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0,<=50K
914,34,Private,175878,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,<=50K
915,23,Private,543028,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,0,<=50K
916,39,Private,202027,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,1,>50K
917,43,Private,158926,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,50,South,0,<=50K
